ID,NAME,CITY,STATE,ZIP
3146,WARM SPRINGS SPECIALTY HOSPITAL OF LULING,LULING,TX,78648
3147,SOLARA HOSPITAL MCALLEN LP,MCALLEN,TX,78503
3148,MCCAMEY HOSPITAL,MCCAMEY,TX,79752
3149,METHODIST MCKINNEY HOSPITAL,MCKINNEY,TX,75070
3150,MISSION REGIONAL MEDICAL CENTER,MISSION,TX,78572
3151,WARD MEMORIAL HOSPITAL,MONAHANS,TX,79756
3152,GRIMES ST. JOSEPH HEALTH CENTER,NAVASOTA,TX,77868
3153,NORTH HILLS HOSPITAL,NORTH RICHLAND HILLS,TX,76180
3154,NACOGDOCHES MEDICAL CENTER,NACOGDOCHES,TX,75965
3155,ODESSA REGIONAL MEDICAL CENTER,ODESSA,TX,79760
3156,BASIN HEALTHCARE CENTER,ODESSA,TX,79761
3157,PALACIOS COMMUNITY MEDICAL CENTER,PALACIOS,TX,77465
3158,PALESTINE REGIONAL MEDICAL CENTER,PALESTINE,TX,75801
3159,SURGERY SPECIALTY HOSPITALS OF AMERICA SOUTHEAST HOUSTON,PASADENA,TX,77504
3160,ALLEGIANCE BEHAVIORAL HEALTH CENTER OF PLAINVIEW,PLAINVIEW,TX,79072
3161,REEVES COUNTY HOSPITAL,PECOS,TX,79772
3162,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLANO,PLANO,TX,75093
3163,RANKIN COUNTY HOSPITAL DISTRICT,RANKIN,TX,79778
3164,OAKBEND MEDICAL CENTER,RICHMOND,TX,77469
3165,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,ROCKWALL,TX,75032
3166,LAKE POINTE MEDICAL CENTER,ROWLETT,TX,75088
3167,BAPTIST MEDICAL CENTER,SAN ANTONIO,TX,78205
3168,NIX HEALTH CARE SYSTEM,SAN ANTONIO,TX,78205
3169,SOUTHWEST GENERAL HOSPITAL,SAN ANTONIO,TX,78224
3170,HEALTHSOUTH REHABILITATION INSTITUTE OF SAN ANTONIO,SAN ANTONIO,TX,78240
3171,CLARITY CHILD GUIDANCE CENTER,SAN ANTONIO,TX,78229
3172,KINDRED HOSPITAL - SAN ANTONIO,SAN ANTONIO,TX,78229
3173,WARM SPRINGS REHABILITATION HOSPITAL OF SAN ANTONIO,SAN ANTONIO,TX,78229
3174,ACUITY HOSPITAL OF SOUTH TEXAS,SAN ANTONIO,TX,78212
3175,LIFECARE HOSPITALS OF SAN ANTONIO,SAN ANTONIO,TX,78240
3176,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,SAN ANTONIO,TX,78258
3177,METHODIST STONE OAK HOSPITAL,SAN ANTONIO,TX,78258
3178,CARRUS REHABILITATION HOSPITAL,SHERMAN,TX,75092
3179,KINDRED HOSPITAL SUGAR LAND,SUGAR LAND,TX,77479
3180,HANSFORD COUNTY HOSPITAL,SPEARMAN,TX,79081
3181,ATRIUM MEDICAL CENTER,STAFFORD,TX,77477
3182,WADLEY REGIONAL MEDICAL CENTER,TEXARKANA,TX,75501
3183,HEALTHSOUTH REHABILITATION HOSPITAL OF TEXARKANA,TEXARKANA,TX,75501
3184,MEMORIAL HERMANN THE WOODLANDS HOSPITAL,THE WOODLANDS,TX,77380
3185,DUBUIS HOSPITAL OF TEXARKANA,TEXARKANA,TX,75503
3186,LYNN COUNTY HOSPITAL DISTRICT,TAHOKA,TX,79373
3187,CHRISTUS ST. MICHAEL REHABILITATION HOSPITAL,TEXARKANA,TX,75504
3188,THROCKMORTON COUNTY MEMORIAL HOSPITAL,THROCKMORTON,TX,76483
3189,EAST TEXAS MEDICAL CENTER TRINITY,TRINITY,TX,75862
3190,SWISHER MEMORIAL HOSPITAL,TULIA,TX,79088
3191,TRINITY MOTHER FRANCES REHABILITATION HOSPITAL,TYLER,TX,75701
3192,EAST TEXAS MEDICAL CENTER,TYLER,TX,75711
3193,CULBERSON HOSPITAL,VAN HORN,TX,79855
3194,WARM SPRINGS SPECIALTY HOSPITAL OF VICTORIA,VICTORIA,TX,77904
3195,PROVIDENCE HEALTH CENTER,WACO,TX,76702
3196,CLEAR LAKE REGIONAL MEDICAL CENTER,WEBSTER,TX,77598
3197,KINDRED REHABILITATION HOSPITAL CLEAR LAKE,WEBSTER,TX,77598
3198,HOUSTON PHYSICIANS' HOSPITAL,WEBSTER,TX,77598
3199,HEALTHSOUTH REHABILITATION HOSPITAL OF WICHITA FALLS,WICHITA FALLS,TX,76302
3200,PARKVIEW HOSPITAL,WHEELER,TX,79096
3201,MOTHER FRANCES HOSPITAL - WINNSBORO,WINNSBORO,TX,75494
3202,NORTH RUNNELS HOSPITAL,WINTERS,TX,79567
3203,BAYLOR INSTITUTE FOR REHABILITATION AT GASTON EPISCOPAL HOSPITAL,DALLAS,TX,75246
3204,OUR CHILDREN'S HOUSE AT BAYLOR,DALLAS,TX,75204
3205,BAYLOR HEART AND VASCULAR CENTER,DALLAS,TX,75226
3206,METHODIST DALLAS MEDICAL CENTER,DALLAS,TX,75265
3207,POWELL VALLEY HOSPITAL,POWELL,WY,82435
3208,MEMORIAL HOSPITAL OF CARBON COUNTY,RAWLINS,WY,82301
3209,PLATTE COUNTY MEMORIAL HOSPITAL,WHEATLAND,WY,82201
3210,TETON COUNTY HOSPITAL DISTRICT,JACKSON,WY,83001
3211,COMMUNITY HOSPITAL OF ANACONDA,ANACONDA,MT,59711
3212,FALLON MEDICAL COMPLEX HOSPITAL,BAKER,MT,59313
3213,NORTHERN ROCKIES MEDICAL CENTER,CUT BANK,MT,59427
3214,DAHL MEMORIAL HEALTHCARE ASSOCIATION,EKALAKA,MT,59324
3215,MARCUS DALY MEMORIAL HOSPITAL,HAMILTON,MT,59840
3216,BIG HORN COUNTY MEMORIAL HOSPITAL,HARDIN,MT,59034
3217,WHEATLAND MEMORIAL HEALTHCARE,HARLOWTON,MT,59036
3218,BIG SANDY MEDICAL CENTER,BIG SANDY,MT,59520
3219,MINERAL COMMUNITY HOSPITAL,SUPERIOR,MT,59872
3220,GARFIELD COUNTY HEALTH CENTER,JORDAN,MT,59337
3221,SHODAIR CHILDRENS HOSPITAL,HELENA,MT,59604
3222,KALISPELL REGIONAL MEDICAL CENTER,KALISPELL,MT,59901
3223,HEALTH CENTER NORTHWEST,KALISPELL,MT,59901
3224,LEWIS COUNTY GENERAL HOSPITAL,LOWVILLE,NY,13367
3225,ST CHARLES HOSPITAL AND REHABILITATION CENTER,ALBERTSON,NY,11507
3226,GOOD SAMARITAN HOSPITAL - WEST ISLIP,SUFFERN,NY,10901
3227,ST. JOHN'S RIVERSIDE HOSPITAL PARKCARE,YONKERS,NY,10701
3228,HOSPITAL FOR SPECIAL SURGERY,NEW YORK,NY,10021
3229,COFFEY COUNTY HOSPITAL,BURLINGTON,KS,66839
3230,MERCY MAUDE NORTON HOSPITAL,COLUMBUS,KS,66725
3231,SUSAN B ALLEN MEMORIAL HOSPITAL,EL DORADO,KS,67042
3232,HOLTON COMMUNITY HOSPITAL,HOLTON,KS,66436
3233,LANE COUNTY HOSPITAL,DIGHTON,KS,67839
3234,ELLINWOOD DISTRICT HOSPITAL,ELLINWOOD,KS,67526
3235,ELLSWORTH COUNTY MEDICAL CENTER,ELLSWORTH,KS,67439
3236,CLARA BARTON HOSPITAL,HOISINGTON,KS,67544
3237,HORTON COMMUNITY HOSPITAL,HORTON,KS,66439
3238,STEVENS COUNTY HOSPITAL,HUGOTON,KS,67951
3239,LINDSBORG COMMUNITY HOSPITAL,LINDSBORG,KS,67456
3240,KINGMAN COMMUNITY HOSPITAL,KINGMAN,KS,67068
3241,LARNED STATE HOSPITAL,LARNED,KS,67550
3242,MINNEOLA DISTRICT HOSPITAL #2,MINNEOLA,KS,67865
3243,WICHITA COUNTY HEALTH CENTER,LEOTI,KS,67861
3244,LINCOLN COUNTY HOSPITAL,LINCOLN,KS,67455
3245,HOSPITAL DISTRICT #1 OF RICE COUNTY,LYONS,KS,67554
3246,NORTON COUNTY HOSPITAL,NORTON,KS,67654
3247,MIAMI COUNTY MEDICAL CENTER,PAOLA,KS,66071
3248,PHILLIPS COUNTY HOSPITAL,PHILLIPSBURG,KS,67661
3249,RUSSELL REGIONAL HOSPITAL,RUSSELL,KS,67665
3250,PRATT REGIONAL MEDICAL CENTER,PRATT,KS,67124
3251,NEMAHA VALLEY COMMUNITY HOSPITAL,SENECA,KS,66538
3252,SATANTA DISTRICT HOSPITAL,SATANTA,KS,67870
3253,SMITH COUNTY MEMORIAL HOSPITAL,SMITH CENTER,KS,66967
3254,CHEYENNE COUNTY HOSPITAL,ST FRANCIS,KS,67756
3255,HAMILTON COUNTY HOSPITAL,SYRACUSE,KS,67878
3256,WAMEGO CITY HOSPITAL,WAMEGO,KS,66547
3257,KANSAS SPINE HOSPITAL LLC,WICHITA,KS,67226
3258,VIA CHRISTI REHABILITATION HOSPITAL INC,WICHITA,KS,67206
3259,MILWAUKEE CTY BEHAVIORAL HLTH DIV,MILWAUKEE,WI,53226
3260,ARMC BEHAVIORAL HEALTH CENTER,AMERY,WI,54001
3261,RUSK COUNTY MEM HSPTL,LADYSMITH,WI,54848
3262,SPOONER HEALTH SYS,SPOONER,WI,54801
3263,WAUKESHA CTY MENTAL HLTH CTR,WAUKESHA,WI,53188
3264,BELAU NATIONAL HOSPITAL,KOROR,PW,96940
3265,DELTA JUNCTION FAMILY MEDICAL CENTER,DELTA JUNCTION,AK,99737
3266,ARKANSAS STATE HOSPITAL,LITTLE ROCK,AR,72205
3267,BAPTIST HEALTH MEDICAL CENTER - LITTLE ROCK,LITTLE ROCK,AR,72209
3268,HEALTHSOUTH REHABILITATION HOSPITAL OF JONESBORO,JONESBORO,AR,72401
3269,SPRINGWOODS BEHAVIORAL HEALTH SERVICES,FAYETTEVILLE,AR,72704
3270,RIVERIEW BEHAVIORAL HEALTH,TEXARKANA,AR,71854
3271,"BAPTIST HEALTH EXTENDED CARE HOSPITAL-LITTLE ROCK, INC.",LITTLE ROCK,AR,72205
3272,BANNER GOOD SAMARITAN MEDICAL CENTER,PHOENIX,AZ,85006
3273,MOUNTAIN VALLEY REGIONAL REHABILITATION HOSPITAL,PRESCOTT VALLEY,AZ,86314
3274,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,CA,92120
3275,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,SAN FRANCISCO,CA,94117
3276,DEPARTMENT OF STATE HOSPITAL - COALINGA,COALINGA,CA,93210
3277,SHASTA COUNTY P H F,REDDING,CA,96001
3278,TELECARE SANTA CRUZ PHF,SANTA CRUZ,CA,95062
3279,MADONNA PTAK MORTON PLANT REHABILITATION CENTER,BELLEAIR,FL,33756
3280,NEW HORIZONS OF TREASURE COAST - MENTAL HEALTH CENTER,FORT PIERCE,FL,34981
3281,RIVERSIDE BEHAVIORAL CENTER,PUNTA GORDA,FL,33950
3282,"WESLEY WOODS LONG TERM HOSPITAL, INC",ATLANTA,GA,30329
3283,COLUMBUS SPECIALTY HOSPITAL INC,COLUMBUS,GA,31901
3284,ANN & ROBERT H LURIE CHILDREN'S HOSPITAL OF CHICAGO,CHICAGO,IL,60611
3285,UNIV OF MD REHABILITATION &  ORTHOPAEDIC INSTITUTE,BALTIMORE,MD,21207
3286,MADONNA REHABILITATION HOSPITAL,LINCOLN,NE,68506
3287,"NORTHEAST REHAB HOSPITAL @ SNHMC, WEST",NASHUA,NH,3062
3288,CARSON TAHOE SPECIALTY MEDICAL CENTER,CARSON CITY,NV,89703
3289,MONTEFIORE MOUNT VERNON HOSPITAL,MOUNT VERNON,NY,10550
3290,ST. PETER'S ADDICTION RECOVERY CENTER,GUILDERLAND,NY,12084
3291,THE UNITY HOSPITAL OF ROCHESTER-ST MARYS CAMPUS,ROCHESTER,NY,14611
3292,TRI TOWN REGIONAL HEALTHCARE,SIDNEY,NY,13838
3293,SHELTERING ARMS REHABILITATION HOSPITAL,MECHANICSVILLE,VA,23116
3294,WINCHESTER REHABILITATION CENTER,WINCHESTER,VA,22601
3295,CENTRA SPECIALTY HOSPITAL,LYNCHBURG,VA,24503
3296,HEALTHSOUTH REHABILIATION HOSPITAL OF FREDERICKSBURG,FREDERICKSBURG,VA,22401
3297,REHABILITATION HOSPITAL OF SOUTHWEST VIRGINIA,BRISTOL,VA,24201
3298,JOHNSTON MEMORIAL HOSPITAL,ABINGDON,VA,24211
3299,CAPITAL HOSPICE,ARLINGTON,VA,22205
3300,HOUMA-AMG SPECIALTY HOSPITAL,HOUMA,LA,70360
3301,PATHWAY REHABILITATION HOSPIAL OF BOSSIER,BOSSIER CITY,LA,71112
3302,KANAKANAK HOSPITAL,DILLINGHAM,AK,99576
3303,633D MEDICAL GROUP - LANGLEY AFB FACILITY,HAMPTON,VA,23665
3304,NAVAL HOSPITAL BEAUFORT,BEAUFORT,SC,29902
3305,WINN ARMY COMMUNITY HOSPITAL,FORT STEWART,GA,31315
3306,ALASKA VA HEALTHCARE SYSTEM,ANCHORAGE,AK,99504
3307,VA MEDICAL CENTER - ORLANDO,ORLANDO,FL,32803
3308,VA MEDICAL CENTER - BOISE,BOISE,ID,83702
3309,VA MEDICAL CENTER - CHEYENNE,CHEYENNE,WY,82001
3310,VA MEDICAL CENTER - BECKLEY,BECKLEY,WV,25801
3311,LOUIS A. JOHNSON VA MEDICAL CENTER,CLARKSBURG,WV,26301
3312,VA MEDICAL CENTER - HUNTINGTON,HUNTINGTON,WV,25701
3313,VA MEDICAL CENTER - MARTINSBURG,MARTINSBURG,WV,25405
3314,VA MEDICAL CENTER - SHERIDAN,SHERIDAN,WY,82801
3315,METROPOLITAN METHODIST HOSPITAL,SAN ANTONIO,TX,78212
3316,HILLCREST BAPTIST MEDICAL CENTER-ER,WACO,TX,76712
3317,CHRISTUS HOSPITAL-ST MARY,PORT ARTHUR,TX,77642
3318,LYNDON B JOHNSON GENERAL HOSP-ER,HOUSTON,TX,77026
3319,EAST HOUSTON REGIONAL MED CTR,HOUSTON,TX,77015
3320,BEN TAUB GENERAL HOSPITAL-ER,HOUSTON,TX,77030
3321,ESSENTIA HEALTH-VIRGINIA-ER,VIRGINIA,MN,55792
3322,UNIVERSITY OF MINNESOTA MEDICAL CENTER-FAIRVIEW-EAST BANK-ER,MINNEAPOLIS,MN,55455
3323,MAYO CLINIC,ROCHESTER,MN,55902
3324,ST JOSEPH MERCY HOSPITAL-SALINE,SALINE,MI,48176
3325,ST MARY'S OF MICHIGAN-TOWNE CTR,SAGINAW,MI,48604
3326,PROVIDENCE PARK HOSPITAL-ER,NOVI,MI,48374
3327,BEATRICE COMMUNITY HOSPITAL,BEATRICE,NE,68310
3328,MERCY MEDICAL CENTER WEST LAKES-ER,WEST DES MOINES,IA,50266
3329,METHODIST WEST HOSPITAL,WEST DES MOINES,IA,50266
3330,GENESIS MEDICAL CENTER WEST-DAVENPORT,DAVENPORT,IA,52804
3331,KINDRED HOSPITAL MELBOURNE,MELBOURNE,FL,32901
3332,LOWER KEYS MEDICAL CENTER,KEY WEST,FL,33040
3333,ALEGENT CREIGHTON HEALTH MERCY HOSPITAL,COUNCIL BLUFFS,IA,51502
3334,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,CA,94117
3335,KAISER FND HOSP-MANTECA,MANTECA,CA,95336
3336,LODI MEMORIAL HOSPITAL,LODI,CA,95240
3337,SUTTER AUBURN FAITH HOSPITAL,AUBURN,CA,95602
3338,SOUTHERN INYO HOSPITAL,LONE PINE,CA,93545
3339,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,CA,95338
3340,MENDOCINO COAST DISTRICT HOSPITAL,FORT BRAGG,CA,95437
3341,MERCY MEDICAL CENTER - MERCED,MERCED,CA,95340
3342,ADVENTIST MEDICAL CENTER - REEDLEY,REEDLEY,CA,93654
3343,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,ORANGE,CA,92866
3344,RIO GRANDE HOSPITAL,DEL NORTE,CO,81132
3345,HEALTHSOUTH REHABILITATION HOSPITAL OF MONTGOMERY,MONTGOMERY,AL,36116
3346,WELLSTAR PAULDING HOSPITAL,DALLAS,GA,30132
3347,WALTER REED ARMY MEDICAL CENTER,WASHINGTON,DC,20012
3348,SHEPHERD CENTER,ATLANTA,GA,30309
3349,COASTAL HARBOR TREATMENT CENTER,SAVANNAH,GA,31406
3350,ATHENS REGIONAL MED CENTER,ATHENS,GA,30606
3351,ST MARYS HEALTH CARE SYSTEM,ATHENS,GA,30606
3352,APPLING HEALTHCARE SYSTEM,BAXLEY,GA,31513
3353,BLOOMINGTON MEADOWS HOSPITAL,BLOOMINGTON,IN,47404
3354,SOUTHEAST GEORGIA HEALTH SYSTEM - CAMDEN CAMPUS,ST. MARYS,GA,31558
3355,WALTON REHABILITATION HOSPITAL,AUGUSTA,GA,30901
3356,LIGHTHOUSE CARE CENTER OF AUGUSTA,AUGUSTA,GA,30909
3357,SELECT SPECIALTY HOSPITAL - AUGUSTA,AUGUSTA,GA,30909
3358,THE CHILDREN'S HOSPITAL - MEDICAL CENTER OF CENTRAL GEORGIA,MACON,GA,31201
3359,"CENTRAL GEORGIA REHABILITATION HOSPITAL, LLC",MACON,GA,31210
3360,LAKE BRIDGE BEHAVIORAL HEALTH SYSTEM,MACON,GA,31210
3361,HEALTHSOUTH REHABILITATION HOSPITAL,DOTHAN,AL,36301
3362,LAUREL OAKS BEHAVIORAL HEALTH CENTER,DOTHAN,AL,36301
3363,SO CRESCENT BEH HLTH SYS - CRESCENT PINES CAMPUS,STOCKBRIDGE,GA,30281
3364,PEACHFORD HOSPITAL,DUNWOODY,GA,30338
3365,LAUREL HEIGHTS HOSPITAL,ATLANTA,GA,30306
3366,GEORGIA REGIONAL HOSPITAL AT ATLANTA,DECATUR,GA,30034
3367,CHILDRENS HEALTHCARE OF ATLANTA - EGLESTON,DRUID HILLS,GA,30322
3368,DEKALB MEDICAL AT DECATUR,DECATUR,GA,30030
3369,EMORY UNIVERSITY HOSPITAL,DRUID HILLS,GA,30322
3370,CHARLTON MEMORIAL HOSPITAL,FOLKSTON,GA,31537
3371,MADISON COUNTY MEMORIAL HOSPITAL,WINTERSET,IA,50273
3372,CARSON TAHOE CONTINUING CARE HOSPITAL,CARSON CITY,NV,89703
3373,SIERRA SURGERY HOSPITAL,CARSON CITY,NV,89703
3374,BHC WEST HILLS HOSPITAL,RENO,NV,89512
3375,CAMERON REGIONAL MEDICAL CENTER,CAMERON,MO,64429
3376,HENDERSON HEALTH CARE SERVICES,HENDERSON,NE,68371
3377,"NEBRASKA SPINE HOSPITAL, LLC",OMAHA,NE,68122
3378,MIDWEST SURGICAL HOSPITAL LLC,OMAHA,NE,68114
3379,THE NEBRASKA METHODIST HOSPITAL,OMAHA,NE,68114
3380,COLUMBUS COMMUNITY HOSPITAL,COLUMBUS,NE,68601
3381,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,OSCEOLA,NE,68651
3382,ROCK COUNTY HOSPITAL,BASSETT,NE,68714
3383,SANFORD WORTHINGTON MEDICAL CE,WORTHINGTON,MN,56187
3384,MURRAY COUNTY MEM HOSP,SLAYTON,MN,56172
3385,CRITTENTON CHILDREN'S CENTER,KANSAS CITY,MO,64134
3386,RESEARCH PSYCHIATRIC CENTER,KANSAS CITY,MO,64130
3387,KANSAS CITY VA MEDICAL CENTER,KANSAS CITY,MO,64128
3388,NIOBRARA VALLEY HOSPITAL,LYNCH,NE,68746
3389,BOX BUTTE GENERAL HOSPITAL,ALLIANCE,NE,69301
3390,THAYER COUNTY HEALTH SERVICES,HEBRON,NE,68370
3391,VALLEY COUNTY HEALTH SYSTEM,ORD,NE,68862
3392,COMMUNITY MEMORIAL HOSPITAL,SYRACUSE,NE,68446
3393,NORTH VISTA HOSPITAL,NORTH LAS VEGAS,NV,89030
3394,JEFFERSON COMMUNITY HEALTH CENTER,FAIRBURY,NE,68352
3395,FRANKLIN COUNTY MEMORIAL HOSPITAL,MEADVILLE,MS,39653
3396,REHABILITATION HOSPITAL OF FORT WAYNE GENERAL PAR,FORT WAYNE,IN,46804
3397,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,HUNTERSVILLE,NC,28078
3398,SAINT ANDREWS HOSPITAL AND HEALTHCARE CENTER,BOOTHBAY HARBOR,ME,4538
3399,ALLIANCE HEALTHCARE SYSTEM,HOLLY SPRINGS,MS,38635
3400,MARION GENERAL HOSPITAL,COLUMBIA,MS,39429
3401,HENRIETTA D GOODALL HOSPITAL,SANFORD,ME,4073
3402,SOUTHERN MAINE MEDICAL CENTER,BIDDEFORD,ME,4005
3403,MASSACHUSETTS GENERAL HOSPITAL,BOSTON,MA,2114
3404,CAMBRIDGE HEALTH ALLIANCE - SOMERVILLE CAMPUS,SOMERVILLE,MA,2143
3405,LAHEY CLINIC MEDICAL CENTER,BURLINGTON,MA,1805
3406,WING MEMORIAL HOSPITAL AND MEDICAL CENTERS,PALMER,MA,1069
3407,LIFECARE HOSPITALS OF NORTH CAROLINA,ROCKY MOUNT,NC,27804
3408,ST JOSEPH HOSPITAL & HEALTH CENTER INC,KOKOMO,IN,46904
3409,SENTARA ALBEMARLE MEDICAL CENTER,ELIZABETH CITY,NC,27906
3410,SEBASTICOOK VALLEY HOSPITAL,PITTSFIELD,ME,4967
3411,HEALTHEAST WOODWINDS HOSPITAL,WOODBURY,MN,55125
3412,TYLER HEALTHCARE CENTER INC,TYLER,MN,56178
3413,"SUMMIT MEDICAL CENTER, LLC",EDMOND,OK,73013
3414,ST. LUKE'S JEROME,JEROME,ID,83338
3415,"PAWHUSKA HOSPITAL, INC.",PAWHUSKA,OK,74056
3416,SOUTHAMPTON MEMORIAL HOSPITAL,FRANKLIN,VA,23851
3417,UVA HEALTHSOUTH REHABILITATION HOSPITAL,CHARLOTTESVILLE,VA,22903
3418,POMERENE HOSPITAL,MILLERSBURG,OH,44654
3419,BEDFORD COUNTY MEDICAL CENTER,SHELBYVILLE,TN,37160
3420,CAMDEN GENERAL HOSPITAL,CAMDEN,TN,38320
3421,BLOUNT MEMORIAL HOSPITAL,MARYVILLE,TN,37804
3422,EXCELA HEALTH FRICK HOSPITAL,MOUNT PLEASANT,PA,15666
3423,TORRANCE STATE HOSPITAL,TORRANCE,PA,15779
3424,WARREN GENERAL HOSPITAL,WARREN,PA,16365
3425,WARREN STATE HOSPITAL,NORTH WARREN,PA,16365
3426,CANONSBURG GENERAL HOSPITAL,CANONSBURG,PA,15317
3427,STAFFORD HOSPITAL,STAFFORD,VA,22554
3428,BUTLER MEMORIAL HOSPITAL,BUTLER,PA,16001
3429,TROY COMMUNITY HOSPITAL,TROY,PA,16947
3430,BARIX CLINICS OF PENNSYLVANIA,LANGHORNE,PA,19047
3431,HEALTHSOUTH READING REHABILITATION HOSPITAL,READING,PA,19607
3432,ALTOONA REGIONAL HEALTH SYSTEM,ALTOONA,PA,16601
3433,WYTHE COUNTY COMMUNITY HOSPITAL,WYTHEVILLE,VA,24382
3434,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,WILLIAMSBURG,VA,23188
3435,NORTHCREST MEDICAL CENTER,SPRINGFIELD,TN,37172
3436,HARDIN MEMORIAL HOSPITAL,KENTON,OH,43326
3437,HARRISON COMMUNITY HOSPITAL,CADIZ,OH,43907
3438,MERCY FRANCISCAN HOSPITAL WESTERN HILLS,CINCINNATI,OH,45238
3439,CINCINNATI VA MEDICAL CENTER,CINCINNATI,OH,45220
3440,MERCY HOSPITAL ANDERSON,CINCINNATI,OH,45255
3441,MERCY ST THERESA CENTER,CINCINNATI,OH,45227
3442,BAPTIST MEMORIAL HOSPITAL - HUNTINGTON,HUNTINGDON,TN,38344
3443,JELLICO COMMUNITY HOSPITAL,JELLICO,TN,37762
3444,LAFOLLETTE MEDICAL CENTER - TENNOVA,LAFOLLETTE,TN,37766
3445,HANOVER HOSPITAL,HANOVER,PA,17331
3446,OSS ORTHOPAEDIC SPECIALTY HOSPITAL,YORK,PA,17402
3447,MEMORIAL HOSPITAL - YORK,YORK,PA,17405
3448,UPMC BEDFORD,EVERETT,PA,15537
3449,SELECT SPECIALTY HOSPITAL - MCKEESPORT,MCKEESPORT,PA,15132
3450,UPMC ST MARGARET,PITTSBURGH,PA,15215
3451,KINDRED HOSPITAL PITTSBURGH NORTH SHORE,PITTSBURGH,PA,15212
3452,CHILDRENS HOSPITAL OF PITTSBURGH,PITTSBURGH,PA,15224
3453,HEALTHSOUTH HARMARVILLE REHABILITATION HOSPITAL,PITTSBURGH,PA,15238
3454,LIFECARE HOSPITALS OF PITTSBURGH,PITTSBURGH,PA,15221
3455,GETTYSBURG HOSPITAL,GETTYSBURG,PA,17325
3456,GRANDVIEW MEDICAL CENTER,JASPER,TN,37343
3457,MARSHALL MEDICAL CENTER,LEWISBURG,TN,37091
3458,VILLAGE HOSPITAL,GREER,SC,29651
3459,WALLACE THOMSON HOSPITAL,UNION,SC,29379
3460,CLAIBORNE COUNTY HOSPITAL,TAZEWELL,TN,37879
3461,PARHAM DOCTORS HOSPITAL,RICHMOND,VA,23294
3462,LEWISGALE HOSPITAL AT PULASKI,PULASKI,VA,24301
3463,HEALTHSOUTH REHABILITATION HOSPITAL,MEMPHIS,TN,38104
3464,BAPTIST MEMORIAL HOSPITAL,MEMPHIS,TN,38120
3465,BAPTIST REHABILITATION-GERMANTOWN,GERMANTOWN,TN,38138
3466,METHODIST UNIVERSITY HOSPITAL,MEMPHIS,TN,38104
3467,ST. JOSEPH HOSPITAL,MEMPHIS,TN,38105
3468,BAPTIST MEMORIAL HOSPITAL - COLLIERVILLE,COLLIERVILLE,TN,38017
3469,HEALTHSOUTH REHABILITATION HOSPITAL OF MEMPHIS,MEMPHIS,TN,38128
3470,MARLBORO PARK HOSPITAL,BENNETTSVILLE,SC,29512
3471,MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,NEW ALBANY,OH,43054
3472,DUBLIN METHODIST HOSPITAL,DUBLIN,OH,43016
3473,MCNAIRY REGIONAL HOSPITAL,SELMER,TN,38375
3474,WOODS MEMORIAL HOSPITAL,ETOWAH,TN,37331
3475,HOSPITAL FOR EXTENDED RECOVERY,NORFOLK,VA,23507
3476,SENTARA LEIGH HOSPITAL,NORFOLK,VA,23502
3477,SENTARA NORFOLK GENERAL HOSPITAL,NORFOLK,VA,23507
3478,METROPOLITAN NASHVILLE GENERAL HOSPITAL,NASHVILLE,TN,37208
3479,SUMMIT MEDICAL CENTER,HERMITAGE,TN,37076
3480,VANDERBILT UNIVERSITY HOSPITAL,NASHVILLE,TN,37232
3481,CUMBERLAND MEDICAL CENTER,CROSSVILLE,TN,38555
3482,DECATUR COUNTY GENERAL HOSPITAL,PARSONS,TN,38363
3483,BON SECOURS MARY IMMACULATE HOSPITAL,NEWPORT NEWS,VA,23602
3484,HAMPTON ROADS SPECIALTY HOSPITAL,NEWPORT NEWS,VA,23607
3485,GAFFNEY MEDICAL CENTER,GAFFNEY,SC,29340
3486,GRAND LAKE HEALTH SYSTEM,SAINT MARYS,OH,45885
3487,EAST OHIO REGIONAL HOSPITAL,MARTINS FERRY,OH,43935
3488,WEST CHESTER MEDICAL CENTER,WEST CHESTER,OH,45069
3489,PARKRIDGE VALLEY HOSPITAL,CHATTANOOGA,TN,37421
3490,SENTARA BAYSIDE HOSPITAL,VIRGINIA BEACH,VA,23455
3491,VIRGINIA BEACH AMBULATORY SURGERY CENTER,VIRGINIA BEACH,VA,23454
3492,UNITED REGIONAL MEDICAL CENTER,MANCHESTER,TN,37355
3493,LODI COMMUNITY HOSPITAL,LODI,OH,44254
3494,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,COLDWATER,OH,45828
3495,METHODIST HEALTHCARE - FAYETTE HOSPITAL,SOMERVILLE,TN,38068
