ID,NAME,CITY,STATE,ZIP
357,PALMS WEST HOSPITAL,LOXAHATCHEE,FL,33470
358,PUTNAM COMMUNITY MEDICAL CENTER,PALATKA,FL,32177
359,LIFESTREAM BEHAVIORAL CENTER,LEESBURG,FL,34748
360,MEASE COUNTRYSIDE HOSPITAL,SAFETY HARBOR,FL,34695
361,ST ANTHONYS HOSPITAL,SAINT PETERSBURG,FL,33705
362,BRANDON REGIONAL HOSPITAL,BRANDON,FL,33511
363,FLORIDA HOSPITAL CARROLLWOOD,TAMPA,FL,33614
364,HEALTHSOUTH REHABILITATION HOSPITAL OF SPRING HILL,BROOKSVILLE,FL,34613
365,SPRING HILL REGIONAL HOSPITAL,SPRING HILL,FL,34609
366,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,OAKLAND,CA,94609
367,CHILDREN'S HOSPITAL OF LOS ANGELES,LOS ANGELES,CA,90027
368,LA CASA PSYCHIATRIC HEALTH FACILITY,LONG BEACH,CA,90805
369,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,LOS ANGELES,CA,90095
370,TELECARE RIVERSIDE COUNTY PSYCHIATRIC HEALTH FACILITY,INDIO,CA,92201
371,TELECARE EL DORADO COUNTY PHF,PLACERVILLE,CA,95667
372,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL,CARMICHAEL,CA,95608
373,HERITAGE OAKS HOSPITAL,SACRAMENTO,CA,95841
374,SIERRA VISTA HOSPITAL,SACRAMENTO,CA,95823
375,SUTTER CENTER FOR PSYCHIATRY,SACRAMENTO,CA,95826
376,OAKDALE NURSING AND REHABILITATION CENTER,OAKDALE,CA,95361
377,NORTH ALABAMA REGIONAL HOSPITAL,DECATUR,AL,35609
378,HEALTHSOUTH REHABILITATION HOSPITAL OF GADSDEN,GADSDEN,AL,35903
379,DOCTORS NEUROPSYCHIATRIC HOSPITAL,BREMEN,IN,46506
380,"SANCTUARY AT THE WOODLANDS, THE",CULLMAN,AL,35055
381,COMMUNITY HOWARD SPECIALTY HOSPITAL,KOKOMO,IN,46901
382,SPECIALTY HOSPITAL JACKSONVILLE,JACKSONVILLE,FL,32207
383,SACRED HEART HOSPITAL ON EMERALD COAST,MIRAMAR BEACH,FL,32550
384,DECATUR COUNTY HOSPITAL,LEON,IA,50144
385,RENOWN SOUTH MEADOWS MEDICAL CENTER,RENO,NV,89521
386,LAKE'S CROSSING CENTER,SPARKS,NV,89431
387,RENOWN REGIONAL MEDICAL CENTER,RENO,NV,89502
388,SLEEPY EYE MEDICAL CENTER,SLEEPY EYE,MN,56085
389,CENTERPOINT MEDICAL CENTER,INDEPENDENCE,MO,64057
390,CENTER FOR BEHAVIORAL MEDICINE,KANSAS CITY,MO,64108
391,TWO RIVERS BEHAVIORAL HEALTH SYSTEM,KANSAS CITY,MO,64133
392,RESEARCH MEDICAL CENTER,KANSAS CITY,MO,64132
393,SANFORD LUVERNE MEDICAL CENTER,LUVERNE,MN,56156
394,MAYO CLINIC HEALTH SYS FAIRMNT,FAIRMONT,MN,56031
395,KIMBALL HEALTH SERVICES,KIMBALL,NE,69145
396,SOUTH LYON MEDICAL CENTER,YERINGTON,NV,89447
397,BRODSTONE MEMORIAL HOSP,SUPERIOR,NE,68978
398,NEVADA REGIONAL MEDICAL CENTER,NEVADA,MO,64772
399,PAWNEE COUNTY MEMORIAL HOSPITAL,PAWNEE CITY,NE,68420
400,COMMUNITY HOSPITAL FAIRFAX,FAIRFAX,MO,64446
401,BANNER CHURCHILL COMMUNITY HOSPITAL,FALLON,NV,89406
402,DESERT SPRINGS HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,89119
403,HEALTHSOUTH DESERT CANYON REHABILITATION HOSPITAL,LAS VEGAS,NV,89148
404,HORIZON SPECIALTY HOSPITAL - LAS VEGAS,LAS VEGAS,NV,89106
405,KINDRED HOSPITAL - LAS VEGAS (SAHARA CAMPUS),LAS VEGAS,NV,89119
406,KINDRED HOSPITAL - LAS VEGAS (FLAMINGO CAMPUS),LAS VEGAS,NV,89119
407,MONTEVISTA HOSPITAL,LAS VEGAS,NV,89103
408,RED ROCK BEHAVIORAL HEALTH HOSPITAL,LAS VEGAS,NV,89103
409,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,LAS VEGAS,NV,89148
410,SPRING MOUNTAIN TREATMENT CENTER,LAS VEGAS,NV,89117
411,ST. ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,HENDERSON,NV,89015
412,ST. ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,HENDERSON,NV,89052
413,SUNRISE HOSPITAL AND MEDICAL CENTER,LAS VEGAS,NV,89169
414,VALLEY HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,89106
415,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,89149
416,DESERT WILLOW TREATMENT CENTER,LAS VEGAS,NV,89146
417,HARMON HOSPTAL,LAS VEGAS,NV,89119
418,HORIZON SPECIALTY HOSPITAL OF HENDERSON,HENDERSON,NV,89123
419,PROGRESSIVE HOSPITAL,LAS VEGAS,NV,89121
420,SOUTHERN NEVADA ADULT MENTAL HEALTH SERVICES,LAS VEGAS,NV,89146
421,UNIVERSITY MEDICAL CENTER OF SOUTHERN NEVADA,LAS VEGAS,NV,89102
422,BOULDER CITY HOSPITAL,BOULDER CITY,NV,89005
423,MESA VIEW REGIONAL HOSPITAL,MESQUITE,NV,89027
424,CARSON VALLEY MEDICAL CENTER,GARDNERVILLE,NV,89410
425,ST. LUKE'S NORTH HOSPITAL - BARRY ROAD,KANSAS CITY,MO,64154
426,HUMBOLDT GENERAL HOSPITAL,WINNEMUCCA,NV,89445
427,GROVER C DILS MEDICAL CENTER,CALIENTE,NV,89008
428,BATTLE MOUNTAIN GENERAL HOSPITAL,BATTE MTN,NV,89820
429,HEARTLAND LONG TERM ACUTE CARE HOSPITAL,ST. JOSEPH,MO,64506
430,HEARTLAND REGIONAL MEDICAL CENTER,ST. JOSEPH,MO,64506
431,DESERT VIEW REGIONAL MEDICAL CENTER,PAHRUMP,NV,89048
432,NYE REGIONAL MEDICAL CENTER,TONOPAH,NV,89049
433,MOUNT GRANT GENERAL HOSPITAL,HAWTHORNE,NV,89415
434,FREEMAN HOSPITAL WEST,JOPLIN,MO,64804
435,FREEMAN NEOSHO HOSPITAL,NEOSHO,MO,64850
436,ST. FRANCIS HOSPITAL & HEALTH SERVICES,MARYVILLE,MO,64468
437,HIGHLAND COMMUNITY HOSPITAL,PICAYUNE,MS,39466
438,MERCY CONTINUING CARE HOSPITAL,CHESTERFIELD,MO,63017
439,SSM DEPAUL HEALTH CENTER,BRIDGETON,MO,63044
440,MERCY REHABILITATION HOSPITAL ST. LOUIS,CHESTERFIELD,MO,63017
441,BARNES-JEWISH WEST COUNTY HOSPITAL,CREVE COEUR,MO,63141
442,SSM ST. CLARE HEALTH CENTER,FENTON,MO,63026
443,NORTHWEST HEALTHCARE,FLORISSANT,MO,63031
444,CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST,ST. LOUIS,MO,63136
445,HAWTHORN CHILDREN'S PSYCHIATRIC HOSPITAL,ST. LOUIS,MO,63133
446,SHRINERS HOSPITALS FOR CHILDREN,ST. LOUIS,MO,63131
447,MERCY HOSPITAL ST. LOUIS,ST. LOUIS,MO,63128
448,PARKLAND HEALTH CENTER-BONNE TERRE,BONNE TERRE,MO,63628
449,PARKLAND HEALTH CENTER-FARMINGTON,FARMINGTON,MO,63640
450,SELECT SPECIALTY HOSPITAL-ST. LOUIS,ST. CHARLES,MO,63301
451,SSM ST. JOSEPH HOSPITAL WEST,ST. LOUIS,MO,63367
452,ST. MARY'S HEALTH CENTER,JEFFERSON CITY,MO,65101
453,MISSOURI BAPTIST HOSPITAL OF SULLIVAN,BOONVILLE,MO,63080
454,PARKWOOD BEHAVIORAL HEALTH SYSTEM,OLIVE BRANCH,MS,38654
455,GEORGE COUNTY HOSPITAL,LUCEDALE,MS,39452
456,WALTHALL COUNTY GENERAL HOSPITAL,TYLERTOWN,MS,39667
457,CALHOUN HEALTH SERVICES,CALHOUN CITY,MS,38916
458,ST. LOUIS PSYCHIATRIC REHABILITATION CENTER,ST. LOUIS,MO,63139
459,SOUTH SHORE HOSPITAL,WEYMOUTH,MA,2190
460,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,FT WAYNE,IN,46804
461,CAROLINAS MEDICAL CENTER,CHARLOTTE,NC,28232
462,RUSH MEMORIAL HOSPITAL,RUSHVILLE,IN,46173
463,PUTNAM COUNTY HOSPITAL,GREENCASTLE,IN,46135
464,NORTH ADAMS REGIONAL HOSPITAL,NORTH ADAMS,MA,1247
465,WRIGHT MEMORIAL HOSPITAL,TRENTON,MO,64683
466,DOCTORS HOSPITAL OF SPRINGFIELD DBA OZARKS COM,SPRINGFIELD,MO,65803
467,LAKELAND BEHAVIORAL HEALTH SYSTEM,SPRINGFIELD,MO,65806
468,SELECT SPECIALTY HOSPITAL - SPRINGFIELD,SPRINGFIELD,MO,65804
469,IRON COUNTY HOSPITAL,PILOT KNOB,MO,63663
470,UNION HOSPITAL INC,TERRE HAUTE,IN,47804
471,MADISON COUNTY MEDICAL CENTER,CANTON,MS,39046
473,TYLER HOLMES MEMORIAL HOSPITAL,WINONA,MS,38967
474,REGENCY HOSPITAL OF NORTHWEST INDIANA,EAST CHICAGO,IN,46312
475,KING'S DAUGHTERS HOSPITAL,YAZOO CITY,MS,39194
476,YALOBUSHA GENERAL HOSPITAL,WATER VALLEY,MS,38965
477,NESHOBA COUNTY GENERAL HOSPITAL,PHILADELPHIA,MS,39350
478,PROMISE HOSPITAL OF VICKSBURG,VICKSBURG,MS,39180
479,RIVER REGION HEALTH SYSTEM,VICKSBURG,MS,39183
480,BLOWING ROCK HOSPITAL,BLOWING ROCK,NC,28605
481,"WATAUGA MEDICAL CENTER, INC.",BOONE,NC,28607
482,SCOTT COUNTY MEMORIAL HOSPITAL AKA SCOTT MEMORIAL,SCOTTSBURG,IN,47170
483,RIVERCREST SPECIALTY HOSPITAL,MISHAWAKA,IN,46545
484,NORTH MS STATE HOSPITAL,TUPELO,MS,38804
485,CAROLINAS MEDICAL CENTER-UNION,MONROE,NC,28111
486,"TRANSYLVANIA COMMUNITY HOSPITAL, INC. AND BRIDGEWAY",BREVARD,NC,28712
487,SWAIN COMMUNITY HOSPITAL,BRYSON CITY,NC,28713
488,NORTHERN HOSPITAL OF SURRY COUNTY,MOUNT AIRY,NC,27030
489,"HUGH CHATHAM MEMORIAL HOSPITAL, INC.",ELKIN,NC,28621
490,MERCY HOSPITAL LEBANON,LEBANON,MO,65536
491,OAK CIRCLE CENTER - MISSISSIPPI STATE HOSPITAL,WHITFIELD,MS,39193
492,MAGEE GENERAL HOSPITAL,MAGEE,MS,39111
493,HOLMES COUNTY HOSPITAL & CLINICS,LEXINGTON,MS,39095
494,QUITMAN COUNTY HOSPITAL,MARKS,MS,38646
495,RIVERVIEW HOSPITAL,NOBLESVILLE,IN,46060
496,ST VINCENT HEART CENTER OF INDIANA LLC,INDIANAPOLIS,IN,46290
497,ST ELIZABETHS MEDICAL CENTER,WABASHA,MN,55981
498,SAINT JOSEPH'S REGIONAL MEDICAL CENTER - PLYMOUTH,PLYMOUTH,IN,46563
499,PUTNAM COUNTY MEMORIAL HOSPITAL,UNIONVILLE,MO,63565
500,MOBERLY REGIONAL MEDICAL CENTER,MOBERLY,MO,65270
501,JASPER GENERAL HOSPITAL,BAY SPRINGS,MS,39422
502,TUFTS MEDICAL CENTER,BOSTON,MA,2111
503,MASSACHUSETTS EYE AND EAR INFIRMARY,BOSTON,MA,2114
504,CARITAS CARNEY HOSPITAL,BOSTON,MA,2124
505,HARRINGTON MEMORIAL HOSPITAL,SOUTHBRIDGE,MA,1550
506,PIONEER COMMUNITY HOSPITAL OF STOKES,DANBURY,NC,27016
507,SAINTS MEDICAL CENTER,LOWELL,MA,1852
508,CAMBRIDGE HEALTH ALLIANCE - CAMBRIDGE CAMPUS,CAMBRIDGE,MA,2139
509,COMMUNITY WESTVIEW HOSPITAL,INDIANAPOLIS,IN,46222
510,HEDRICK MEDICAL CENTER,CHILLICOTHE,MO,64601
511,GENERAL JOHN J. PERSHING MEMORIAL HOSPITAL,BROOKFIELD,MO,64628
512,MS HOSPITAL FOR RESTORATIVE CARE,JACKSON,MS,39202
513,CALDWELL MEMORIAL HOSPITAL,LENOIR,NC,28645
514,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,1199
515,"RUSK REHAB CENTER, A JV OF HEALTHSOUTH & UNIV.",COLUMBIA,MO,65203
516,PIKE COUNTY MEMORIAL HOSPITAL,LOUISIANA,MO,63353
517,EAST MS STATE HOSPITAL,MERIDIAN,MS,39304
518,ANDERSON REGIONAL MEDICAL CENTER,MERIDIAN,MS,39301
519,SOUTH SUNFLOWER COUNTY HOSPITAL,INDIANOLA,MS,38751
520,LEXINGTON MEMORIAL HOSPITAL,LEXINGTON,NC,27293
521,PERRY COUNTY MEMORIAL HOSPITAL,PERRYVILLE,MO,63775
522,GREENWOOD LEFLORE HOSPITAL,GREENWOOD,MS,38935
523,BAPTIST MEMORIAL HOSPITAL - GOLDEN TRIANGLE,COLUMBUS,MS,39705
524,ONSLOW MEMORIAL HOSPITAL,JACKSONVILLE,NC,28541
525,MAYO CLINIC HEALTH SYS WASECA,WASECA,MN,56093
526,UNITED HOSPITAL,ST PAUL,MN,55102
527,SINGING RIVER HOSPITAL,PASCAGOULA,MS,39581
528,REDWOOD AREA HOSPITAL,REDWOOD FALLS,MN,56283
529,MAYO CLINIC HEALTH SYS MANKATO,MANKATO,MN,56002
530,CURRY GENERAL HOSPITAL,GOLD BEACH,OR,97444
531,"MUSKOGEE COMMUNITY HOSPITAL, LLC",MUSKOGEE,OK,74401
532,SOUTHWEST IDAHO ADVANCED CARE HOSPITAL,BOISE,ID,83709
533,JIM TALIAFERRO COMMUNITY MENTAL HEALTH CENTER,LAWTON,OK,73505
534,FAIRFAX COMMUNITY HOSPITAL,FAIRFAX,OK,74637
535,SOUTHWESTERN REGIONAL MEDICAL CENTER,SOUTH TULSA,OK,74133
536,ST. JOHN OWASSO,NORTH OWASSO,OK,74055
537,HILLCREST HOSPITAL CLAREMORE,CLAREMORE,OK,74017
538,BEAVER COUNTY MEMORIAL HOSPITAL,BEAVER,OK,73932
539,GREAT PLAINS REGIONAL MEDICAL CENTER,ELK CITY,OK,73644
540,IDAHO STATE HOSPITAL SOUTH,BLACKFOOT,ID,83221
541,EASTERN IDAHO REGIONAL MEDICAL CENTER,IDAHO FALLS,ID,83403
542,SACRED HEART UNIVERSITY DISTRICT,EUGENE,OR,97401
543,CORDELL MEMORIAL HOSPITAL,CORDELL,OK,73632
544,MAURY REGIONAL HOSPITAL,COLUMBIA,TN,38401
545,MACON COUNTY GENERAL HOSPITAL,LAFAYETTE,TN,37083
546,JACKSON - MADISON COUNTY GENERAL HOSPITAL,JACKSON,TN,38301
547,REGIONAL HOSPITAL OF JACKSON,JACKSON,TN,38305
548,UNICOI COUNTY MEMORIAL HOSPITAL,ERWIN,TN,37650
549,RIVER PARK HOSPITAL,MC MINNVILLE,TN,37110
550,CHESAPEAKE REGIONAL MEDICAL CENTER,CHESAPEAKE,VA,23327
551,JOHNSON CITY MEDICAL CENTER,JOHNSON CITY,TN,37604
552,HARDIN MEDICAL CENTER,SAVANNAH,TN,38372
553,GNADEN HUETTEN MEMORIAL HOSPITAL,LEHIGHTON,PA,18235
554,PALMERTON HOSPITAL,PALMERTON,PA,18071
555,TROUSDALE MEDICAL CENTER,HARTSVILLE,TN,37074
556,LIGHTHOUSE CARE CENTER OF CONWAY ACUTE CARE,CONWAY,SC,29526
557,CULPEPER SURGERY CENTER,CULPEPER,VA,22701
558,DOCTORS DIAGNOSTIC CENTER- WILLIAMSBURG,WILLIAMSBURG,VA,23185
559,HOLZER MEDICAL CENTER JACKSON,JACKSON,OH,45640
560,HOCKING VALLEY COMMUNITY HOSPITAL,LOGAN,OH,43138
561,ADENA GREENFIELD MEDICAL CENTER,GREENFIELD,OH,45123
562,FISHER-TITUS HOSPITAL,NORWALK,OH,44857
563,MEADOWS PSYCHIATRIC CENTER,CENTRE HALL,PA,16828
564,JOHN HEINZ INSTITUTE OF REHABILITATION,WILKES-BARRE,PA,18702
565,DANVILLE STATE HOSPITAL,DANVILLE,PA,17821
566,SOUTHERN TENNESSEE MEDICAL CENTER,WINCHESTER,TN,37398
567,EMERALD-HODGSON HOSPITAL,SEWANEE,TN,37375
568,GIBSON GENERAL HOSPITAL,TRENTON,TN,38382
569,HUMBOLDT GENERAL HOSPITAL,HUMBOLDT,TN,38343
570,MILAN GENERAL HOSPITAL,MILAN,TN,38358
571,CLINTON MEMORIAL HOSPITAL,WILMINGTON,OH,45177
572,PINNACLEHEALTH COMMUNITY CAMPUS,HARRISBURG,PA,17105
573,PENN STATE MILTON S HERSHEY MEDICAL CENTER,HERSHEY,PA,17033
574,PINNACLEHEALTH POLYCLINIC,HARRISBURG,PA,17110
575,HOLY SPIRIT BEHAVIORAL HEALTH CENTER,CAMP HILL,PA,17011
576,LIFECARE HOSPITAL OF MECHANICSBURG,MECHANICSBURG,PA,17055
577,KINDRED HOSPITAL - DELAWARE COUNTY,DARBY,PA,19023
578,DELAWARE COUNTY MEMORIAL HOSPITAL,DREXEL HILL,PA,19026
579,KINDRED HOSPITAL PHILADELPHIA - HAVERTOWN,HAVERTOWN,PA,19083
580,SELECT SPECIALTY HOSPITAL ERIE,ERIE,PA,16501
581,CORRY MEMORIAL HOSPITAL,CORRY,PA,16407
582,UPMC HAMOT,ERIE,PA,16550
583,SHRINERS HOSPITALS FOR CHILDREN - ERIE,ERIE,PA,16505
584,SENTARA CAREPLEX HOSPITAL,HAMPTON,VA,23666
585,SENTARA CAREPLEX HOSPITAL A.S.C.,HAMPTON,VA,23666
586,RIVERSIDE SURGERY CENTER- WARWICK,NEWPORT NEWS,VA,23666
587,DAYTON VA MEDICAL CENTER,DAYTON,OH,45428
588,MIAMI VALLEY HOSPITAL,DAYTON,OH,45409
589,BATH COUNTY COMMUNITY HOSPITAL,HOT SPRINGS,VA,24445
590,AUGUSTA MEDICAL CENTER,FISHERSVILLE,VA,22939
591,CHESTERFIELD GENERAL HOSPITAL,CHERAW,SC,29520
592,JEFFERSON MEMORIAL HOSPITAL - TENNOVA,JEFFERSON CITY,TN,37760
593,PATIENTS CHOICE HOSPITAL,ERIN,TN,37061
594,HICKMAN COMMUNITY HOSPITAL,CENTERVILLE,TN,37033
595,SURGICAL HOSPITAL AT SOUTHWOODS,YOUNGSTOWN,OH,44512
596,ST ELIZABETH BOARDMAN HEALTH CENTER,BOARDMAN,OH,44512
597,ROCKINGHAM MEMORIAL HOSPITAL,HARRISONBURG,VA,22801
598,WILSON MEMORIAL HOSPITAL,SIDNEY,OH,45365
599,DANVILLE REGIONAL MEDICAL CENTER,DANVILLE,VA,24541
600,CARILION FRANKLIN MEMORIAL HOSPITAL,ROCKY MOUNT,VA,24151
601,PROVIDENCE HOSPITAL NORTHEAST,COLUMBIA,SC,29203
602,COLUMBIA REGIONAL CARE CENTER,COLUMBIA,SC,29203
603,MORRIS VILLAGE,COLUMBIA,SC,29203
604,HEALTHSOUTH REHABILITATION HOSPITAL OF COLUMBIA,COLUMBIA,SC,29203
605,KIRKLAND CORRECTIONAL INSTITUTION INFIRMARY,COLUMBIA,SC,29210
606,WILLOW LANE INFIRMARY,COLUMBIA,SC,29210
607,PROVIDENCE HOSPITAL,COLUMBIA,SC,29204
608,WILLIAM S HALL PSYCHIATRIC INSTITUTE,COLUMBIA,SC,29203
609,INTERMEDICAL HOSPITAL OF SOUTH CAROLINA,COLUMBIA,SC,29201
610,PALMETTO HEALTH BAPTIST HOSPITAL,COLUMBIA,SC,29201
611,FRANCONIA-SPRINGFIELD SURGERY CENTER,ALEXANDRIA,VA,22310
612,INOVA FAIR OAKS HOSPITAL,FAIRFAX,VA,22033
613,INOVA MOUNT VERNON HOSPITAL,ALEXANDRIA,VA,22306
614,INOVA SURGERY CENTER,ANNANDALE,VA,22003
615,SKIN CANCER OUTPATIENT SURGICAL HOSPITAL,VIENNA,VA,22182
616,PARKWEST MEDICAL CENTER,KNOXVILLE,TN,37923
617,THE UNIVERSITY TENNESSEE MEDICAL CENTER,KNOXVILLE,TN,37920
618,KNOX COMMUNITY HOSPITAL,MOUNT VERNON,OH,43050
619,THREE GABLES SURGERY CENTER,PROCTORVILLE,OH,45669
620,TRIPOINT MEDICAL CENTER,PAINESVILLE,OH,44077
621,NEWBERRY COUNTY MEMORIAL HOSPITAL,NEWBERRY,SC,29108
622,BAPTIST EASLEY HOSPITAL,EASLEY,SC,29640
623,REGIONAL MEDICAL CENTER OF ORANGEBURG & CALHOUN COUNTIES,ORANGEBURG,SC,29118
624,WILLIAM J MCCORD ADOLESCENT TREATMENT FACILITY,ORANGEBURG,SC,29118
625,SUMMA WESTERN RESERVE HOSPITAL,CUYAHOGA FALLS,OH,44223
626,UNION HOSPITAL,DOVER,OH,44622
627,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,NORTON,VA,24273
628,NORTON COMMUNITY HOSPITAL,NORTON,VA,24273
629,CARILION NEW RIVER VALLEY MEDICAL CENTER,CHRISTIANSBURG,VA,24073
630,MONTGOMERY REGIONAL HOSPITAL,BLACKSBURG,VA,24062
631,NEW RIVER VALLEY SURGERY CENTER,CHRISTIANSBURG,VA,24073
632,CLEARWATER VALLEY HOSPITAL AND CLINICS,OROFINO,ID,83544
633,FERRY COUNTY MEMORIAL HOSPITAL,REPUBLIC,WA,99166
634,MID-VALLEY HOSPITAL,OMAK,WA,98841
635,PROVIDENCE MILWAUKIE HOSPITAL,MILWAUKIE,OR,97222
636,UNITED GENERAL HOSPITAL,SEDRO-WOOLLEY,WA,98204
637,VA PUGET SOUND HEALTH CARE SYSTEM - AMERICAN LAKE DIVISION,TACOMA,WA,98433
638,PUGET SOUND BEHAVIORAL HEALTH,TACOMA,WA,98411
639,MARY BRIDGE CHILDREN'S HOSPITAL AND HEALTH CENTER,TACOMA,WA,98405
640,TOPPENISH COMMUNITY HOSPITAL,TOPPENISH,WA,98948
641,ST. JOSEPH HOSPITAL,BELLINGHAM,WA,98225
642,EASTERN STATE HOSPITAL,MEDICAL LAKE,WA,99022
643,US AIR FORCE HOSPITAL 92ND MEDICAL GROUP,FAIRCHILD AIR FORCE,WA,98438
644,SHRINERS HOSPITAL FOR CHILDREN,SPOKANE,WA,99204
645,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT/PACIFIC CAMPUS,EVERETT,WA,98206
646,PROVIDENCE EVERETT MEDICAL CENTER - COLBY,EVERETT,WA,98206
647,VALLEY GENERAL HOSPITAL,MONROE,WA,98272
648,PROVIDENCE ST. JOSEPH'S HOSPITAL,CHEWELAH,WA,99109
649,LEGACY MOUNT HOOD MEDICAL CENTER,GRESHAM,OR,97030
650,TILLAMOOK COUNTY GENERAL HOSPITAL,TILLAMOOK,OR,97141
651,CENTRAL WASHINGTON HOSPITAL,WENATCHEE,WA,98807
652,CASCADE MEDICAL CENTER,LEAVENWORTH,WA,98826
653,PROVIDENCE NEWBERG MEDICAL CENTER,NEWBERG,OR,97132
654,WILLAMETTE VALLEY MEDICAL CENTER,MCMINNVILLE,OR,97128
655,SWEDISH MEDICAL CENTER - FIRST HILL CAMPUS,SEATTLE,WA,98114
656,MULTICARE AUBURN REGIONAL MEDICAL CENTER,AUBURN,WA,98002
657,SEATTLE CHILDREN'S HOSPITAL,SEATTLE,WA,98105
658,UNIVERSITY OF WASHINGTON MEDICAL CENTER,SEATTLE,WA,98195
659,LAKESIDE MILAM RECOVERY CENTER,KIRKLAND,WA,98034
660,VALLEY MEDICAL CENTER,RENTON,WA,98055
661,WEST SEATTLE PSYCHIATRIC HOSPITAL,SEATTLE,WA,98168
662,VIRGINIA MASON MEDICAL CENTER,SEATTLE,WA,98101
663,HIGHLINE COMMUNITY HOSPITAL - SPECIALITY CENTER,TUKWILA,WA,98168
664,SWEDISH MEDICAL CENTER - BALLARD CAMPUS,SEATTLE,WA,98107
665,HARBORVIEW MEDICAL CENTER,SEATTLE,WA,98104
666,NORTHWEST HOSPITAL & MEDICAL CENTER,SEATTLE,WA,98133
667,OVERLAKE HOSPITAL MEDICAL CENTER,BELLEVUE,WA,98004
668,REGIONAL HOSPITAL FOR RESPIRATORY & COMPLEX CARE,TUKWILA,WA,98168
669,SEATTLE CANCER CARE ALLIANCE,SEATTLE,WA,98109
670,ST. ELIZABETH HOSPITAL,ENUMCLAW,WA,98022
671,HIGHLINE MEDICAL CENTER,BURIEN,WA,98166
672,HARRISON MEDICAL CENTER - SILVERDALE,SILVERDALE,WA,98383
673,HARRISON MEDICAL CENTER,BREMERTON,WA,98310
674,KITTITAS VALLEY COMMUNITY HOSPITAL,ELLENSBURG,WA,98926
675,SKYLINE HOSPITAL,WHITE SALMON,WA,98672
676,KLICKITAT VALLEY HEALTH,GOLDENDALE,WA,98620
677,PIONEER MEMORIAL HOSPITAL,HEPPNER,OR,97836
678,OREGON STATE HOSPITAL- SALEM,SALEM,OR,97301
679,SALEM HOSPITAL,SE SALEM,OR,97301
680,SANTIAM MEMORIAL HOSPITAL,STAYTON,OR,97383
681,FORKS COMMUNITY HOSPITAL,FORKS,WA,98331
682,BLUE MOUNTAIN HOSPITAL,JOHN DAY,OR,97845
683,PIONEER MEMORIAL HOSPITAL,PRINEVILLE,OR,97754
684,WEISER MEMORIAL HOSPITAL,WEISER,ID,83672
685,GOOD SAMARITAN REGIONAL MEDICAL CENTER,CORVALLIS,OR,97330
686,SAMARITAN NORTH LINCOLN HOSPITAL,LINCOLN CITY,OR,97367
687,SAMARITAN PACIFIC COMMUNITIES HOSPITAL,NEWPORT,OR,97365
688,SAMARITAN ALBANY GENERAL HOSPITAL,SW ALBANY,OR,97321
689,LAFAYETTE GENERAL SURGICAL HOSPITAL,LAFAYETTE,LA,70503
690,LAFAYETTE GENERAL MEDICAL CENTER,LAFAYETTE,LA,70503
691,OUR LADY OF LOURDES REGIONAL MEDICAL CENTER,LAFAYETTE,LA,70506
692,OPTIMA SPECIALTY HOSPITAL,LAFAYETTE,LA,70506
693,THIBODAUX REGIONAL MEDICAL CENTER,THIBODAUX,LA,70301
694,CRESCENT CITY SURGICAL CENTRE,METAIRIE,LA,70809
695,EAST JEFFERSON GENERAL HOSPITAL,METAIRIE,LA,70006
696,OCHSNER MEDICAL CENTER-WEST BANK,GRETNA,LA,70056
697,WEST JEFFERSON MEDICAL CENTER,MARRERO,LA,70072
698,KINDRED HOSPITAL NEW ORLEANS,NEW ORLEANS,LA,70115
699,LSU MEDICAL CENTER,NEW ORLEANS,LA,70112
700,OCHSNER BAPTIST MEDICAL CENTER,NEW ORLEANS,LA,70115
701,TOURO INFIRMARY,NEW ORLEANS,LA,70115
702,SOUTH CAMERON MEMORIAL HOSPITAL,CAMERON,LA,70631
703,PREVOST MEMORIAL HOSPITAL,DONALDSONVILLE,LA,70346
704,ST. ELIZABETH HOSPITAL,GONZALES,LA,70737
705,ASSUMPTION COMMUNITY HOSPITAL,NAPOLEONVILLE,LA,70390
706,DAUTERIVE HOSPITAL,NEW IBERIA,LA,70563
707,IBERIA MEDICAL CENTER,NEW IBERIA,LA,70560
708,TECHE REGIONAL MEDICAL CENTER,MORGAN CITY,LA,70380
709,LEONARD J. CHABERT MEDICAL CENTER,HOUMA,LA,70363
710,TERREBONNE GENERAL MEDICAL CENTER,HOUMA,LA,70360
711,ABBEVILLE GENERAL HOSPITAL,ABBEVILLE,LA,70510
712,RIVER PARISHES HOSPITAL,LA PLACE,LA,70068
